Name	Biografie
Oellers, Wilfried	Geboren am 16. September 1975 in Mönchengladbach; römisch-katholisch; verheiratet; einen Sohn und eine Tochter. Abitur am Cusanus Gymnasium Erkelenz; Zivildienst bei der evangelischen Kirchengemeinde Heinsberg; Studium der Rechtswissenschaften an der Universität zu Köln; Abschluss erste juristische Staatsprüfung; Referendardienst am Landgericht Aachen; Abschluss zweite juristische Staatsprüfung. Rechtsanwalt Fachanwalt für Arbeitsrecht. 1999 Eintritt in die Junge Union; 2007 bis 2009 Beisitzer im Vorstand des CDU-Stadtverbandes Heinsberg; 2009 bis 2013 Schatzmeister des CDU-Stadtverbandes Heinsberg; 2004 bis 2013 Mitglied des Rates der Stadt Heinsberg; Mitglied des Bundestages seit 2013.
Oppelt, Moritz	Geboren am 4. Februar 1989 in Heidelberg. Als Ältester von insgesamt fünf Geschwistern in Neckargemünd aufgewachsen und zur Schule gegangen. Engagement in der CDU und der Jungen Union bereits zu Schulzeiten. Lebt mit Frau und Kind heute in Neckargemünd. Nach dem Abitur zunächst Studium der Betriebswirtschaftslehre und Rechtswissenschaften an der Universität Mannheim. Erfolgreicher Abschluss mit Erwerb des Bachelor Unternehmensjurist (LLB). Im Anschluss, ebenfalls an der Universität Mannheim, Studium der Rechtwissenschaften. Schließlich erfolgreicher Abschluss im Jahr 2017 mit dem Erwerb des zweiten juristischen Staatsexamens. Seit März 2018 Jurist in der Finanzverwaltung des Landes Baden-Württemberg, zuletzt als Sachgebietsleiter in der Steuerfahndung. Seit 2007 Mitglied der CDU und der Jungen Union und derzeit CDU-Stadtverbandsvorsitzender in Neckargemünd sowie stellvertretender Bezirksvorsitzender der CDU Nordbaden.
Ortleb, Josephine	Geboren am 25. November 1986 in Saarbrücken ledig. August 1997  bis Juli 2004 Gymnasium am Schloss, Saarbrücken; August 2004 bis Juni 2007 Wirtschaftswissenschaftliches Gymnasium, Saarbrücken, Abitur; Oktober 2008  bis Februar 2009 Studium der Sozialwissenschaften an der Universität zu Köln; Oktober 2009 bis September 2010 Bachelorstudium „Politikmanagement“ an der Hochschule Bremen; August 2012 Höhere Berufsfachschule für das Hotel-, Gastronomie- und Fremdenverkehrsgewerbe, Saarbrücken, Abschlüsse: Januar 2014 Prüfung zur Restaurantfachfrau, Zweitbeste des Jahrgangs, Juni 2014 Prüfung zur staatlich geprüften Gastronomin, Jahrgangsbeste, Juni 2014 Prüfung zur Fachwirtin im Gastgewerbe, Jahrgangsbeste. September 2010 Schichtleiterin im Familienbetrieb Tomate 2 in Saarbrücken, ab Juli 2014 in geschäftsführender Position; April 2015 bis September 2017 Büroleitung Wahlkreisbüro Elke Ferner, MdB, in Saarbrücken; Seit 2017 (WP19) direktgewählte Bundestagsabgeordnete für Saarbrücken (WK296); Seit Dezember 2020 Parlamentarische Geschäftsführerin der SPD-Bundestagsfraktion. Seit 2008 SPD-Mitglied; Mai 2011 bis März 2013 Tätigkeit bei der SPD Saar u.a. als Juso-Landesgeschäftsführerin; Oktober 2010 bis Dezember 2016 Stellvertretende Unterbezirksvorsitzende der Juso Saarbrücken; August 2012 bis Mai 2013 stellvertretende Unterbezirksvorsitzende der ASF Saarbrücken; Mai 2013 bis 2017 Vorsitzende, seit 2014 Mitglied im geschäftsführenden Kreisvorstand der SPD Saarbrücken, seit Mai 2017 stellvertretende Vorsitzende. Seit 2018 Landesvorsitzende der ASF Saar, seit 2018 Beisitzerin im ASF-Bundesvorstand, seit Juli 2021 Stellv. Bundesvorsitzender der ASF. Mitgliedschaft in Vereinen: Gewerkschaft NGG-Tarifkommission; Arbeiterwohlfahrt; Aldona e.V.; LSVD e.V., UN Women, ProFamilia. 2014 bis 2018 Mitglied im Stadtrat Saarbrücken: Co-Sprecherin im Kulturausschuss, Mitglied im Haupt- und Wirtschaftsausschuss, Aufsichtsrätin Saarmesse und Max-Ophüls-Preis bis 2018, Mitglied in der Kunstkommission; Auszeichnungen: Helene-Weber-Preis 2015, Preis für herausragendes Engagement von Kommunalpolitikerinnen.
Oßner, Florian	Geboren am 5. Juli 1980 in Vilsbiburg; römisch-katholisch; verheiratet; ein Kind. 2004 Abschluss Diplom Volkswirt (Uni); 2003 bis 2004 Auslandsstudium an der Handelshochschule in Göteborg/Schweden mit den Schwerpunkten: Ökonometrie/Umweltökonomie; 2000 bis 2005 Studium der Diplom-Volkswirtschaftslehre an der Universität Regensburg Schwerpunkte: Ökonomie des öffentlichen Sektors/Finanzierung/Statistik; 1999 bis 2000 Grundwehrdienst bei der Luftwaffe in Germersheim und Freising; 1999 Abitur am Maximilian-von-Montgelas Gymnasium in Vilsbiburg; 1990 bis 1999 Maximilian-von-Montgelas Gymnasium in Vilsbiburg; 1986 bis 1990 Grundschule in Velden. Seit 2005 Risikomanagement beim internationalen Baumaschinenhersteller Caterpillar; 2005 Diplomarbeit im Forschungs- und Innovationszentrum der BMW AG München &amp; BMW Financial Services GmbH. Mitgliedschaft unter anderem in zahlreichen Sportverbänden; Feuerwehr; Technisches Hilfswerk (THW); Kreiskrieger- und Soldatenkameradschaft. Seit 2013 direkt gewählter Abgeordneter des Deutschen Bundestages im Wahlkreis 228; seit 2012 Kreisvorsitzender der CSU im Landkreis Landshut; seit 2011 Bezirksvorsitzender der Jungen Union Niederbayern; seit 2011 Ortsvorsitzender der CSU Velden; seit 2008 Kreisrat (stellvertretender CSU-Fraktionsvorsitzender); seit 2008 Ausschussmitglied Hochbau/Jugendhilfe; seit 2008 stellvertretendes Ausschussmitglied im Kreisausschuss: Umwelt/Tiefbau; seit 2008 Marktrat (Referent für Öffentlichkeitsarbeit und Vereine); 2005 bis 2012 stellvertretender Kreisvorsitzender der CSU im Landkreis Landshut; 2005 bis 2012 Kreisvorsitzender der Jungen Union im Landkreis Landshut; 1997 bis 2011 Ortsvorsitzender der Jungen Union Velden.
Oster, Josef	Geboren am 4. Januar 1971 in Zell (Mosel) römisch-katholisch. Bürgermeister a.D. 1981 bis 1987 Staatliche Realschule Zell (Mosel), Mittlere Reife; 1987 bis 1990 Ausbildung zum Verwaltungsbeamten; 1990 bis 1992 Fachhochschulreife an der Fachoberschule Wirtschaft und Verwaltung Cochem; 1993 bis 1996 Studium an der Hochschule für öffentliche Verwaltung Rheinland-Pfalz, Abschluss Diplom-Verwaltungswirt (FH); 1998 bis 2000 Studium (berufsbegleitend) an der Verwaltungs- und Wirtschaftsakademie Rheinland-Pfalz, Abschluss Verwaltungs- und Betriebswirt (VWA). 1990 bis 1999 Verwaltungsbeamter in verschiedenen Funktionen bei der Kreisverwaltung Cochem-Zell; 1999 bis 2001 Büroleiter des Abgeordnetenbüros eines Bundestagsabgeordneten in Berlin; 2002 bis 2017 Hauptamtlicher Bürgermeister der Verbandsgemeinde Bad Ems, Leiter der Verwaltung. Seit 1988 Mitglied der CDU; seit 2017 Mitglied im Bundesvorstand der Kommunalpolitischen Vereinigung der CDU und CSU (KPV), seit 2018 Mitglied im Bundesfachausschuss „Innere Sicherheit“ der CDU, seit 2020 Kreisvorsitzender der CDU Koblenz, seit 2019 Mitglied im Stadtrat der Stadt Koblenz, Mitglied des Bundestages seit 2017.
Otte, Henning	Geboren am 27. Oktober 1968 in Celle evangelisch-lutherisch verheiratet vier Kinder. Abitur am Christian-Gymnasium in Hermannsburg; Ausbildung zum Reserveoffizier im Panzerbataillon 333 in Celle; Ausbildung zum Bankkaufmann bei der Sparkasse Celle; Studium der Rechtswissenschaften an der Universität Hamburg; Angestellter bei der Sparkasse Celle; Prokurist in einem mittelständischen Stahlbauunternehmen; 1994 Eintritt in die CDU; seit 2012 Vorsitzender des Kreisverbandes der CDU Celle; seit 2007 stellvertretender Vorsitzender des CDU-Bezirksverbandes Nordostniedersachsen; seit 2014 Mitglied des Landesvorstandes der CDU in Niedersachsen (2014 bis 2016 Mitglied des Präsidiums); seit 2016 Mitglied im CDU Bundesvorstand als Mitgliederbeauftragter; 2006 bis 2011 Mitglied im Vorstand (Political Assembly) der EVP; 2010 bis 2014 stellvertretender Vorsitzender des Bundesfachausschusses Außen-, Europa- und Sicherheitspolitik der CDU; 1995 bis 2003 Mitglied der Jungen Union, u. a. Kreisvorstand und Niedersachsenrat; 1996 bis 2021 Mitglied des Stadtrates Bergen. Seit 1996 Mitglied des Kreistages Celle.
Otte, Karoline	Geboren am 11. September 1996 in Göttingen evangelisch-lutherisch verheiratet ein Kind. Lebt schon immer im Landkreis Northeim, immer zwischen Harz und Solling. Aufgewachsen in der Gemeinde Nörten, inzwischen mit Mann und Tochter in der Gemeinde Moringen zuhause. Schulauslandsjahr über das parlamentarische Patenschaftsprogramm des Bundestages mit der Austauschorganisation AFS, in San Antonio Texas. 2016 Abitur am Corvinianum in Northeim. Von 2016 bis 2019 duales Studium zur Verwaltungsbetriebswirtin beim Landkreis Göttingen und der Hochschule für kommunale Verwaltung in Hannover. Seit Ende des Studiums beim Landkreis Göttingen gearbeitet. Seit mehr als 10 Jahren bei der Grünen Jugend und den Grünen vor Ort aktiv. Seit 2015 Mitarbeit im Kreisvorstand der Grünen Northeim/Einbeck. Sowohl als Sprecherin, als auch als Beisitzerin aktiv. Von 2016 bis 2021 Mitglied der Grünen-Fraktion im Northeimer Kreistag und stellvertretende Fraktionsvorsitzende – zuständig für den Schul- und Sportausschuss, den Jugendhilfeausschuss, den Finanzausschuss und den Ausschuss für Soziales, Gesundheit, Frauen, Familien und Senioren. Außerdem zu den Themen Klimaschutz in der Kommune, sowie Ausweisung der Natura-2000-Gebiete im Landkreis Northeim und der Tarifreform des Zentralen Verkehrsverbundes Südniedersachsen gearbeitet. Zur Bundestagswahl als Spitzenkandidatin der Grünen Jugend Niedersachsen und auf Platz 9 der Grünen-Landesliste aufgestellt. Mitglied bei Verdi und bei der Lagergemeinschaft, Gedenkstätte KZ Moringen e.V. Ehrenamtliches Vorstandsmitglied beim Bildungswerk Leben und Umwelt e.V.
Otten, Gerold	Geboren am 7. Dezember 1955 in Lübberstedt verheiratet ein Kind. Fachhochschulreife Technik; Studium Elektrotechnik; Technischer Betriebswirt IHK; Professional Trainer IHK;  22 Jahre Bundeswehr (Berufsoffizier BO 41), Fliegerischer Dienst mit ca. 2000 Flugstunden auf PHANTOM- und TORNADO-Kampfflugzeugen; Oberst der Reserve.  20 Jahre in der Luft-und Raumfahrtindustrie bei Airbus Defence and Space , Vertriebsleiter. März 2013 Eintritt in die AfD; 2016 Vorsitzender Kreisverband München-Land; seit November 2017 stellvertretender Vorsitzender Landesverband Bayern; Gründungsmitglied und stellvertretender Vorsitzender Bundesfachausschuss Außen- und Sicherheitspolitik, Entwicklungshilfe und Außenwirtschaft. MdB seit Oktober 2017. Mitglied Verband der Besatzungen strahlgetriebener Kampfflugzeuge der Deutschen Bundeswehr e.V.; Mitglied Deutsche Atlantische Gesellschaft e.V.; Mitglied Deutscher BundeswehrVerband (DBwV); Mitglied Schießsportgruppe an der Universität der Bundeswehr München e.V.; Mitglied SVN München e.V. (Abteilung Ju-Jutsu).
Pahlke, Julian	Geboren am 15. Oktober 1991 in Gehrden.
Pantazis, Dr. Christos	Geboren am 9. Oktober 1975 in Hannover.
Papenbrock, Wiebke	Geboren am 24. November 1979 in Berlin ledig ein Kind. 1999 Abitur in Neuruppin; 2004 Abschluss als staatlich geprüfte Kommunikationswirtin in Hamburg; 2014 Bachelorabschluss in Kulturwissenschaft mit dem Zweitfach Sozialwissenschaften in Berlin; 2018 Masterabschluss in Religion und Kultur in Berlin. 2007 bis 2016 Abgeordnetenmitarbeiterin im Deutschen Bundestag, Berlin; 2016 bis 2021 Mitarbeiterin im Presse- und Informationsamt der Bundesregierung, Berlin. Seit 2019 Mitglied des Kreistages Ostprignitz-Ruppin.
Papendieck, Mathias	Geboren am 18.2.1982 in Rüdersdorf, verheiratet, 1 Kind. 1989 bis 1995 Grundschule (Dorfaue); 1995 bis 1999 Gesamtschule Schöneiche und anschließend Berufsschule OSZ Palmnicken in Fürstenwalde, Abschluss als Einzelhandelskaufmann, Fachrichtung „Lebensmittel; 2004 Fachabitur am OSZ für Banken und Versicherungen; September 2004 bis August 2008 Studium an der HTW Berlin Wirtschaftsinformatik; 1998 als Aushilfe und 1999 Ausbildung in der EDEKA-Filiale Woltersdorf. 2005 Wechsel in die Verwaltung der Konsumgenossenschaft Königs Wusterhausen als Projektassistent Warenwirtschaft/EDV, die regional 7 EDEKA-Filialen betreiben. 2008 IT-Leiters/ EDV-Koordinator. Seit 2018 Betriebsratsvorsitzender. Betreuung seit 2009 der Firma MAG Mittenwalde zum Thema Warenwirtschaft und Kassen. 2005 Eintritt in die SPD; seit 2008 SPD Vorstandsmitglied des Ortsvereins Schöneiche; 2012 bis 2014 Sachkundiger Einwohner für den Ausschuss Wirtschaft und Finanzen; seit 2014 Mitglied im Kreistag Oder-Spree; seit 2014 Mitglied im Ausschuss für Finanzen Landkreis Oder-Spree; 2014 bis 2019 Mitglied Werkausschuss KWU/Müll Eigenbetrieb des Landkreis Oder-Spree; seit 2014 Gemeindevertreter Schöneiche; seit 2014 Mitglied im Ausschuss für Wirtschaft und Finanzen der Gemeinde Schöneiche; 2014 bis 2017 Mitglied Ausschuss für Wohnungswirtschaft und Wohnungsvergaben der Gemeinde Schöneiche; seit 2016 Vorsitzender des Beirates der Schöneicher Rüdersdorfer Straßenbahn; seit 2017 SPD Vorsitzender des Ortsvereins Schöneiche; 2017 bis 2019 Stellvertretender Vorsitzender der Gemeindevertretung Schöneiche; 2017 bis 2019 Vorsitzender des Finanzausschusses der Gemeinde Schöneiche; 2017 bis 2019 Mitglied des Hauptausschusses der Gemeinde Schöneiche; seit 2019 Mitglied des Ausschusses für Umwelt und Verkehr der Gemeinde Schöneiche; seit 2019 Mitglied des Kreisausschusses Oder-Spree; seit 2019 Vorsitzender der Kreistagsfraktion Oder-Spree.
Pau, Petra	Geboren am 9. August 1963 in Berlin verheiratet. Petra Pau absolvierte die Allgemeinbildende Polytechnische Oberschule in Berlin. Ein erstes Studium beendete sie als Lehrerin für Deutsch und Kunsterziehung, ein zweites als Diplom-Gesellschaftswissenschaftlerin. In den 1980er Jahren arbeitete Petra Pau als Lehrerin und Pionierleiterin sowie als Mitarbeiterin des Zentralrates der FDJ für moderne Freizeitpädagogik. 1990 wurde sie für die PDS Bezirksverordnete in Berlin-Hellersdorf. 1992 bis Ende 2001 war sie Landesvorsitzende der PDS. 1995 errang sie ein Direktmandat für das Berliner Abgeordnetenhaus.  1998, 2002, 2005, 2009 und 2013 gewann sie jeweils ein Direktmandat für den Deutschen Bundestag. Dort wurde sie 2006, 2009, 2013 und 2017 auch zur Vizepräsidentin des Deutschen Bundestages gewählt.  
Paus, Lisa	Geboren am 19. September 1968 in Rheine/Westfalen; ledig, ein Kind. 1987 Abitur; 1987 bis 1988 freiwilliges soziales Jahr im Kinderheim St. Elisabeth in Hamburg; 1988 bis 1999 Studium der Volkswirtschaftslehre und Politikwissenschaft an der Freien Universität Berlin, Abschluss als Diplom-Volkswirtin mit Schwerpunkt EU-Agrarpolitik und GATT. 1997 bis 1999 Mitarbeiterin des grünen Europa-Abgeordneten Frieder Otto Wolf; 2004 Dozentin für Volkswirtschaftslehre an der Fachhochschule für Wirtschaft (heute Hochschule für Wirtschaft und Recht). Stellvertretende Vorsitzende der Europa Union Berlin e. V.; Genossenschaftsmitglied Studentendorf Schlachtensee e. G.; Mitglied bei ATTAC Deutschland; Mitglied bei der Berliner Tafel e. V.; Mitglied im Verein der Freundinnen und Freunde des Otto-Suhr-Instituts e. V.; Mitglied DLRG Charlottenburg-Wilmersdorf; Mitglied im Bildungswerk Berlin der Heinrich-Böll-Stiftung e. V.; Mitglied des Beirats Forum Ökologische-Soziale Marktwirtschaft; Mitglied der Deutschen Gesellschaft für die Vereinten Nationen Berlin Brandenburg; Mitglied des Beirats in der Arbeitsgemeinschaft City e. V.; Mitglied im Beirat Berliner Steuergespräche e. V.; Mitglied im Kuratorium des Instituts Finanzen und Steuern e. V.; Mitglied im Verband alleinerziehender Mütter und Väter Bundesverband e.V.  (VAMV). Seit 1995 Mitglied bei Bündnis 90/Grünen; 1997 bis 1999 Mitglied im Landesvorstand Berlin; 1997 bis 2002 Sprecherin der Bundesarbeitsgemeinschaft Wirtschaft und Finanzen; 2005 bis 2007 Sprecherin der Bundesarbeitsgemeinschaft Wissenschaft/Hochschule/Technologie. 1999 bis 2009 Mitglied des Abgeordnetenhauses von Berlin, 1999 bis 2006 europapolitische Sprecherin, 1999 bis 2000 und 2002 bis 2004 Mitglied des Fraktionsvorstands, 2001 bis 2006 stellvertretende Vorsitzende des Ausschusses für Wissenschaft und Forschung sowie hochschul- und wissenschaftspolitische Sprecherin der Fraktion Bündnis 90/Die Grünen im Abgeordnetenhaus. Seit 2009 Mitglied des Bundestages und bis zuletzt Mitglied und Obfrau im Finanzausschuss sowie seit 2013 Sprecherin für Steuerpolitik (Schwerpunkte: Kampf gegen Steuerbetrug, Steuerumgehung, Immobilienspekulation und Geldwäsche, nachhaltige Stabilisierung des Finanzmarktes, Finanzierung von bezahlbaren Wohnraum und mehr Steuergerechtigkeit - insbesondere für arme Familien und  Alleinerziehende). Bis zuletzt auch Leiterin der AG Finanzen der Bundestagsfraktion Bündnis 90/Grünen; Sprecherin der Berliner Landesgruppe von Bündnis 90/Die Grünen. Von September 2020 bis Juni 2021 vertrat sie die Grüne Fraktion im Wirecard -Untersuchungsausschuss, seit Mai 2021 als erste Vertreterin und Obfrau.
Pawlik, Natalie	Geboren am 26. August 1992 in Wostok, Oblast Tjumen, Russland.
Peick, Jens	Geboren am 16. August 1981 in Castrop-Rauxel. 2002 Abitur; Zivildienst; Ausbildung zum Dipl.-Verwaltungswirt (FH) bei der Stadt Dortmund, Abschluss 2005. Anschließend Tätigkeit in verschiedenen Bereichen der Dortmunder Stadtverwaltung – als Arbeitsvermittler im Jobcenter , Vorsitzender der Jugend- und Auszubildendenvertretung, im Büro des Oberbürgermeisters und zuletzt im Impfzentrum der Stadt Dortmund, zur Impfung der Bevölkerung gegen Covid-19. Seit 2000 Mitglied der SPD und seit 2002 Mitglied im Unterbezirksvorstand der SPD Dortmund. Seit 2014 als stellvertretender Vorsitzender. Mit Beginn der Ausbildung im Jahr 2002 Beitritt zur Gewerkschaft ver.di und unter anderem Mitglied des Bezirksvorstandes Dortmund, Sprecher des Bezirksjugendvorstandes und Vorsitzender der DGB-Jugend Dortmund-Hellweg; Mitglied der SJD - Die Falken, des Forums DL21 e.V. und der Sozialdemokratischen Gemeinschaft für Kommunalpolitik (SGK).
Pellmann, Sören	Geboren am 11. Februar 1977 in Leipzig verheiratet. Abitur; Zivildienst in einem Kinderheim für behinderte Kinder; Studium der Rechtswissenschaften Uni Leipzig (ohne Abschluss); Studium Lehramt an Förderschulen Uni Leipzig, 1. und 2. Staatsexamen in Sachsen; Arbeit als Grundschullehrer. Seit 1993 Mitglied der PDS/ Die Linke; Mitglied im Stadtvorstand Leipzig; seit 2009 ehrenamtlicher Stadtrat
Perli, Victor	Geboren am 1. Februar 1982 in Bad Oeynhausen; Abitur in Wolfenbüttel; Studium in Braunschweig und Potsdam, Abschluss: Magister Artium. Wissenschaftlicher Mitarbeiter; Geschäftsführer in einem Familienbetrieb. Mitglied des Niedersächsischen Landtags von 2008 bis 2013, stellvertretender Fraktionsvorsitzender; 2011 bis 2015 Mitglied des Wolfenbütteler Kreistags; Fraktionsvorsitzender. 2015 bis 2021 Vorsitzender der Rosa-Luxemburg-Stiftung Niedersachsen; diverse Mitgliedschaften in Vereinen und Verbänden, darunter: Gewerkschaft Erziehung und Wissenschaft, Mieterbund, AG Schacht Konrad. Mitglied des Bundestages seit 2017.
